9.359175790000002962e+03 0.000000000000000000e+00 1.000000000000000000e+00
9.371715417000003072e+03 2.143332078456878662e+02 2.271000000000000000e+03
9.379360376900001938e+03 2.144430718421936035e+02 2.273000000000000000e+03
9.521330107700003282e+03 2.154607522487640381e+02 2.291000000000000000e+03
9.547367620300005001e+03 4.826994452476501465e+02 4.864000000000000000e+03
9.721869929400003457e+03 4.841088347434997559e+02 4.887000000000000000e+03
9.743511399000002712e+03 1.633820421695709229e+03 1.398500000000000000e+04
9.824022215000000870e+03 1.634884396553039551e+03 1.400300000000000000e+04
9.871152423600002294e+03 1.905264035701751709e+03 1.660100000000000000e+04
9.894314971900003002e+03 2.308045721769332886e+03 2.074400000000000000e+04
9.949391516900002898e+03 2.758603593349456787e+03 2.513800000000000000e+04
9.962456759100003183e+03 3.018529171943664551e+03 2.773700000000000000e+04
9.995018223100005343e+03 3.613037674665451050e+03 3.391800000000000000e+04
9.995018223100005343e+03 4.000054915904998779e+03 3.799700000000000000e+04
