3.910113150900001074e+03 0.000000000000000000e+00 1.000000000000000000e+00
3.910292805000000499e+03 2.203099250793457031e+00 9.000000000000000000e+01
3.912745567900000424e+03 4.244248151779174805e+00 1.730000000000000000e+02
3.928917781500001183e+03 4.534120321273803711e+00 1.850000000000000000e+02
3.929412912800001322e+03 1.323347706794738770e+02 4.767000000000000000e+03
3.931793481700000484e+03 1.427042932510375977e+02 5.134000000000000000e+03
3.934661322200000541e+03 1.987402031421661377e+02 7.104000000000000000e+03
3.934697458300001472e+03 3.855608325004577637e+02 1.329100000000000000e+04
3.936051994300000388e+03 3.856868178844451904e+02 1.329500000000000000e+04
3.936051994300000388e+03 4.000062381505966187e+03 6.727300000000000000e+04
