1.158688901000000442e+03 0.000000000000000000e+00 1.000000000000000000e+00
1.159875805900000159e+03 1.988093137741088867e+00 2.080000000000000000e+02
1.172477043100000174e+03 2.974140405654907227e+00 3.090000000000000000e+02
1.175584769900000083e+03 4.430116176605224609e+00 4.490000000000000000e+02
1.176726128800000197e+03 3.134607768058776855e+01 2.686000000000000000e+03
1.189340882000000192e+03 3.238039493560791016e+01 2.787000000000000000e+03
1.190478366000000278e+03 5.934533762931823730e+01 5.083000000000000000e+03
1.191701934000000392e+03 6.105016565322875977e+01 5.253000000000000000e+03
1.192130075600000055e+03 6.238113975524902344e+01 5.374000000000000000e+03
1.193519949600000245e+03 7.115018248558044434e+01 5.978000000000000000e+03
1.197249057500000163e+03 7.132258725166320801e+01 5.997000000000000000e+03
1.197567111500000237e+03 8.157593846321105957e+01 6.984000000000000000e+03
1.198300286000000142e+03 8.760458254814147949e+01 7.452000000000000000e+03
1.201898068800000374e+03 8.902911949157714844e+01 7.557000000000000000e+03
1.202430718200000229e+03 1.001452574729919434e+02 8.420000000000000000e+03
1.203248525500000369e+03 1.003173849582672119e+02 8.438000000000000000e+03
1.204512363200000664e+03 1.144727063179016113e+02 9.760000000000000000e+03
1.208267944899999975e+03 1.155391650199890137e+02 9.866000000000000000e+03
1.210067549100000406e+03 1.173869252204895020e+02 1.004500000000000000e+04
1.211330820900000163e+03 1.409612150192260742e+02 1.198800000000000000e+04
1.215455336400000306e+03 1.421186118125915527e+02 1.209400000000000000e+04
1.216181072100000392e+03 1.453894264698028564e+02 1.230000000000000000e+04
1.217860422400000061e+03 1.473328654766082764e+02 1.247000000000000000e+04
1.222179897600000231e+03 1.662178857326507568e+02 1.403300000000000000e+04
1.223877876800000422e+03 1.687403318881988525e+02 1.423900000000000000e+04
1.224576403300000266e+03 1.704937536716461182e+02 1.440900000000000000e+04
1.226270282200000338e+03 1.954343383312225342e+02 1.646900000000000000e+04
1.226635913200000232e+03 1.979079482555389404e+02 1.669800000000000000e+04
1.230154738600000428e+03 2.008757257461547852e+02 1.690400000000000000e+04
1.236165442300000450e+03 2.194429738521575928e+02 1.837900000000000000e+04
1.238007836300000008e+03 2.218075766563415527e+02 1.856200000000000000e+04
1.241156540100000029e+03 2.218543603420257568e+02 1.856700000000000000e+04
1.249657828800000061e+03 2.275590441226959229e+02 1.899000000000000000e+04
1.250674219200000380e+03 2.302501988410949707e+02 1.920400000000000000e+04
1.257756934500000170e+03 2.302658224105834961e+02 1.920600000000000000e+04
1.259153438400000368e+03 6.871304891109466553e+02 2.908200000000000000e+04
1.264311183200000414e+03 6.871775352954864502e+02 2.908900000000000000e+04
1.269125394500000311e+03 7.087661905288696289e+02 3.088000000000000000e+04
1.279099765700000262e+03 1.165913061857223511e+03 4.085200000000000000e+04
1.279802722900000390e+03 2.079859205245971680e+03 5.844500000000000000e+04
1.280409920400000146e+03 2.518765214443206787e+03 6.604900000000000000e+04
1.280409920400000146e+03 4.000029731512069702e+03 9.323800000000000000e+04
