2.239411423999999897e+03 0.000000000000000000e+00 1.000000000000000000e+00
2.248782935000000634e+03 1.718566417694091797e-01 2.000000000000000000e+00
2.252293735000000652e+03 1.874809265136718750e-01 4.000000000000000000e+00
2.301601653000000169e+03 2.655956745147705078e-01 1.000000000000000000e+01
2.307966353000000254e+03 3.905797004699707031e-01 2.200000000000000000e+01
2.312256253000000470e+03 4.530725479125976562e-01 2.700000000000000000e+01
2.317792153000000781e+03 7.979714870452880859e-01 5.700000000000000000e+01
2.337588848600000347e+03 7.347151756286621094e+00 5.670000000000000000e+02
2.343949319000000287e+03 3.632335901260375977e+01 2.029000000000000000e+03
2.344100291000000198e+03 3.635452294349670410e+01 2.030000000000000000e+03
2.344202801000000818e+03 3.649521994590759277e+01 2.035000000000000000e+03
2.345301201000000674e+03 3.657383537292480469e+01 2.038000000000000000e+03
2.355254918999999973e+03 3.665194463729858398e+01 2.041000000000000000e+03
2.358185314000000744e+03 3.702690887451171875e+01 2.056000000000000000e+03
2.375765883000000485e+03 3.755802679061889648e+01 2.076000000000000000e+03
2.398290314000000762e+03 3.782370114326477051e+01 2.087000000000000000e+03
2.461382614000000558e+03 3.996400094032287598e+01 2.173000000000000000e+03
2.465379514000000654e+03 4.357304549217224121e+01 2.311000000000000000e+03
2.471130646000000979e+03 2.470157983303070068e+02 1.035000000000000000e+04
2.474641446000000997e+03 2.470476768016815186e+02 1.035200000000000000e+04
2.523940254000001005e+03 2.471259703636169434e+02 1.035800000000000000e+04
2.530317954000001009e+03 2.472665679454803467e+02 1.037000000000000000e+04
2.534594854000000851e+03 2.473138322830200195e+02 1.037500000000000000e+04
2.540143754000001081e+03 2.477049441337585449e+02 1.040500000000000000e+04
2.558658928400000150e+03 2.544400043487548828e+02 1.091500000000000000e+04
2.566234461000000920e+03 2.831691184043884277e+02 1.237800000000000000e+04
2.566385433000000830e+03 2.832003719806671143e+02 1.237900000000000000e+04
2.566487943000000087e+03 2.833409879207611084e+02 1.238400000000000000e+04
2.567586342999999943e+03 2.834190299510955811e+02 1.238700000000000000e+04
2.577540061000000151e+03 2.834972100257873535e+02 1.239000000000000000e+04
2.598051025000000664e+03 2.843876581192016602e+02 1.242500000000000000e+04
2.609641114000000471e+03 2.868873798847198486e+02 1.252200000000000000e+04
2.610860225000001265e+03 3.865884306430816650e+02 1.644400000000000000e+04
2.622446314000000257e+03 3.890580308437347412e+02 1.654100000000000000e+04
2.622883314000000155e+03 1.411092547178268433e+03 5.673100000000000000e+04
2.623411114000000453e+03 1.514290571451187134e+03 6.075000000000000000e+04
2.650233524000000671e+03 1.617305579423904419e+03 6.476900000000000000e+04
2.655985556000000997e+03 2.289030085802078247e+03 9.073000000000000000e+04
2.659497356000001218e+03 2.289045711755752563e+03 9.073200000000000000e+04
2.708790054000000964e+03 2.289123828411102295e+03 9.073800000000000000e+04
2.715167754000000514e+03 2.289264543056488037e+03 9.075000000000000000e+04
2.719444654000000810e+03 2.289327041625976562e+03 9.075500000000000000e+04
2.724993554000000586e+03 2.289702234983444214e+03 9.078500000000000000e+04
2.727975954000000911e+03 2.390019191741943359e+03 9.476900000000000000e+04
2.732249854000000596e+03 2.390081685543060303e+03 9.477400000000000000e+04
2.737801754000000983e+03 2.390472267150878906e+03 9.480400000000000000e+04
2.738235754000000725e+03 3.410599611043930054e+03 1.349940000000000000e+05
2.738753554000001259e+03 3.513102539062500000e+03 1.390130000000000000e+05
2.738753554000001259e+03 4.000027259111404419e+03 1.585100000000000000e+05
