3.829330930000000421e+02 0.000000000000000000e+00 1.000000000000000000e+00
4.266729540000001180e+02 7.973561286926269531e-01 2.170000000000000000e+02
4.279462730000000761e+02 1.177471446990966797e+02 5.539000000000000000e+03
4.298532270000000608e+02 1.199221496582031250e+02 6.049000000000000000e+03
4.309363600000001497e+02 1.210010457038879395e+02 6.213000000000000000e+03
4.320936030000000869e+02 1.254140400886535645e+02 6.684000000000000000e+03
4.324186190000000920e+02 5.931739652156829834e+02 2.710100000000000000e+04
4.335758400000000847e+02 5.974607908725738525e+02 2.757200000000000000e+04
4.337000370000000657e+02 7.146400060653686523e+02 3.279400000000000000e+04
4.341625650000001428e+02 1.775535243272781372e+03 7.932100000000000000e+04
4.353196640000001594e+02 1.779964294672012329e+03 7.979200000000000000e+04
4.366272190000000251e+02 2.601453209400177002e+03 1.152010000000000000e+05
4.367522780000000466e+02 3.074766063213348389e+03 1.360620000000000000e+05
4.378894370000000436e+02 3.074860044956207275e+03 1.360890000000000000e+05
4.380067920000001322e+02 3.194535531044006348e+03 1.413110000000000000e+05
4.380067920000001322e+02 4.000016453027725220e+03 1.771020000000000000e+05
