3.829330930000000421e+02 0.000000000000000000e+00 1.000000000000000000e+00
3.830330930000000080e+02 1.562285423278808594e-02 6.000000000000000000e+00
3.835157230000000936e+02 5.171856880187988281e-01 1.830000000000000000e+02
3.840072340000000963e+02 6.151492595672607422e-01 2.150000000000000000e+02
3.841072340000001191e+02 3.352981090545654297e+00 9.430000000000000000e+02
3.848572990000001255e+02 5.812698602676391602e+00 1.532000000000000000e+03
3.849572990000001482e+02 6.981477975845336914e+00 1.877000000000000000e+03
3.855293880000000968e+02 7.265868902206420898e+00 1.965000000000000000e+03
3.860677220000001171e+02 9.237475872039794922e+00 2.477000000000000000e+03
3.861677220000001398e+02 1.037029027938842773e+01 2.823000000000000000e+03
3.867364600000000792e+02 1.383643913269042969e+01 3.771000000000000000e+03
3.877517770000000610e+02 1.167179540395736694e+03 5.775500000000000000e+04
3.932492550000000620e+02 1.167210772275924683e+03 5.776700000000000000e+04
3.940717800000000466e+02 3.021367352008819580e+03 1.424380000000000000e+05
3.959699170000000663e+02 3.021367352008819580e+03 1.424410000000000000e+05
3.963772520000000554e+02 3.021492251396179199e+03 1.424700000000000000e+05
3.963772520000000554e+02 4.000020735502243042e+03 1.886270000000000000e+05
